,0,1,2,3,4,5,6,7
0,-0.14664453,-0.9771889,0.3076805,-0.1769173,0.8139634,-0.20523545,-1.349433,-1.3039589
1,-0.3837148,0.08109005,-1.424743,0.17257042,-0.16567308,-0.313298,-0.07799488,-3.0443027
2,0.9975174,0.13224436,-0.699712,0.77176315,0.7291189,0.26701275,0.36380154,-0.26228547
3,1.1922696,-1.4048804,-1.3409773,-0.16000038,0.52495044,-0.78790754,0.849723,0.9745404
4,-1.0659558,-0.6881628,0.50383127,-0.2581958,-0.016747896,-0.5410927,-0.09684436,0.3680304
5,-0.40395588,0.69871736,0.5159012,-0.01939962,0.14857224,-0.069981016,0.46421033,-0.5447829
6,-1.1429743,-0.77466005,0.851546,-0.6465385,0.0035875924,-0.2733213,-0.579349,-0.6515932
7,-0.10580237,-1.2786356,0.15259476,-0.81518596,-0.764758,-0.45914367,-1.0599226,0.6246995
8,0.2661844,0.07620623,-0.023686431,0.06107328,-1.2427127,0.10147597,-1.684349,0.47928366
9,-1.0560321,1.0621489,-0.10613504,-0.076466374,-0.22823407,-0.07443962,-0.3813498,1.5850973
10,-0.9855254,-1.3580962,0.91043,0.72114944,-0.31855196,-0.20320204,-0.23543796,-1.2936722
11,-0.16544889,1.1788069,-0.34170127,0.17789029,0.08951499,0.27887067,0.004172839,-1.1990858
12,0.16783682,-0.78624564,-0.50022966,-0.24040096,0.5362004,0.624348,-0.6742731,-0.043395743
13,-0.3433498,-0.34983757,-1.6792629,-0.23097116,-0.1165645,-0.4459064,0.3307646,-0.26972356
14,-0.6131055,1.523938,1.102141,-0.631729,-0.1021796,-0.36696476,-1.6064224,-0.88662887
15,-0.0059824865,-1.5644785,-0.34523764,-0.6559099,-0.10195873,-0.21464494,-0.2500086,-2.0376327
16,0.54981965,0.69603914,-0.34779903,-0.8331962,-0.5969834,1.0654664,-1.6045582,1.1316456
17,0.27899674,-0.40122455,0.63742954,-1.0566405,-0.5012021,0.019958392,1.4162476,0.3214212
18,-0.21038528,0.83580977,0.1746279,-0.25227326,0.47247604,-0.32248425,0.08241272,0.9059105
19,-0.49186245,-0.3584511,-0.7185515,0.0631029,-0.10894195,-0.654539,-1.640776,0.7223423
20,-0.572636,0.61724454,0.47189274,0.17668694,-0.48624596,-0.08094622,-1.1215156,-1.619049
21,-1.2256207,0.89839137,0.20768279,-0.55190444,-0.13757823,-0.2602598,-0.7184748,0.98628837
22,-0.4178552,0.106355965,0.74794483,-0.09139542,-0.36042616,-0.24031447,-0.22135401,1.0483243
23,-0.49390608,-0.76879126,0.9460123,-0.88375056,-0.6398599,0.015757114,0.2179012,-0.8382605
24,-1.0328287,-0.53577685,-0.017893232,-0.54844975,-0.1331042,0.038756847,0.61864066,-1.6215734
