,0,1,2,3
0,67285.71675107333,47.128073480984355,15.559195007213193,51685.257178076994
1,62856.59820780936,64.10091927123572,12.958194734201388,-2770.4137528620813
2,62191.63332534401,45.53463926930524,12.95503481246977,100254.39413089569
3,58776.18069940987,61.85864930060764,10.340125636249427,68785.44767914423
4,63420.95479063878,63.29549259098988,9.176602351716003,28687.618233197216
5,59389.6672959769,49.07669043144794,11.129245799443474,20781.717524655152
6,64443.42343430634,52.83106040133544,8.308887763012718,122025.06003904137
7,61855.71057637125,26.11975798726035,11.639247950657621,13082.668287598626
8,66017.15181154342,44.47794778336114,8.409108803691991,54305.29925409357
9,64063.07527935946,58.535541723058714,12.833884517607776,41645.7044708949
10,65237.88593332343,20.419985132544948,10.12244504605137,-8833.430911454783
11,66360.81122562624,61.363654837943095,10.346233698372147,12320.415685407119
12,64118.0210043166,47.51409085018995,12.992575478407382,-66016.35933498779
13,64572.476311843675,69.15605379179799,2.6548919394177277,62865.972259923845
14,68660.64352551993,52.90188273931026,7.862305927097324,46526.11009847112
15,63522.22130737211,45.52938261008635,10.998768396533109,58600.61456961838
16,62969.323043515826,36.09659473383404,8.109284280952217,-23068.934878675438
17,67612.43463492702,54.818482429173336,17.913618463385724,79202.14802921133
18,67107.78786705511,46.06923759995809,13.291060191084926,43826.9940571787
19,67931.5625323626,44.05895644262738,3.1624546213109914,24289.727846788366
20,66130.53062507874,73.94944648495465,8.425814611155815,-11274.749811759739
21,64298.69802950183,36.530680001006374,8.054649770136542,-1210.6289790150004
22,60946.473387497725,17.959263716355444,12.79888502475486,-50093.32402097796
23,65449.72585697235,45.694756815063094,8.983327442184295,-55507.41100319939
24,64319.61083585736,49.103511943075226,10.774681509597531,28374.90103115468
25,64814.54549246415,27.50987891850798,5.242631137836314,92031.9305395955
26,63820.07528342588,45.448679816377144,12.30612907106297,69070.57702870868
27,65825.12905529239,28.042231315123875,6.66121249065484,5297.593988928438
28,66673.06726873666,19.387461952559306,8.747645920170783,33656.85247198421
29,64771.13381041468,51.865848818785466,7.064051761055161,43788.342405992495
30,64599.836732139775,51.86696725691714,8.539555553372145,69287.65318957459
31,66114.58235547168,32.98680323803066,18.06126634424968,-39205.90040468177
32,63566.26744895146,40.56424547166937,0.3235599066662207,48308.011378027324
33,61167.765466931334,33.547368630334375,5.651206622316707,70092.45574577826
34,63062.84328613038,14.576917774363604,11.839152483979076,-54047.10477348413
35,62926.299978747375,72.17340243785571,12.993209655170173,-14836.29673122166
36,64675.73296644714,40.89578597736072,10.150677305456062,76105.55585490512
37,61732.41766808787,39.08066170660532,14.235366849009365,76371.69573371715
38,63887.01587744608,50.63838659824323,7.8324677480068665,18980.339664270694
39,66890.07429551643,58.17775178946987,11.935319178209427,62509.660839421864
40,67825.41576967054,57.232657915905335,12.616780477114718,13882.261254874353
41,63955.794618311054,77.12488032240938,15.730683387123875,1256.6397328049716
42,69037.51308683261,34.132784352694344,11.687734052797564,33041.474935413964
43,64038.13714620347,62.15840752272379,10.194029296037842,25320.230189974438
44,63103.046106839174,44.30969425655573,15.040005209998059,93784.11028231948
45,66634.8058917164,32.5548256753938,3.803338148469419,-4743.4015596315985
46,67137.36298280935,41.92266183241387,1.6959736377570351,-25804.78399745387
47,63949.50863089999,39.23682402455713,11.59284139613548,68030.28626188169
48,69792.83402186421,25.883319116046927,15.343178242885788,74621.14585419586
49,61811.88388759401,39.90788427812244,14.519165416391136,22348.892149463103
50,60085.92843722919,37.447157085961365,13.61889222516649,119381.34796888668
51,64031.078092844444,23.136283839207696,6.734505988103088,-11747.014763601135
52,66451.9415099393,29.976498126760866,6.413331592021663,19691.447841827136
53,65796.99599739109,61.107484197662906,10.585381572918635,58350.4775012397
54,63256.0031555164,49.550666133561805,12.66963639007278,54881.33927426862
55,66446.45533119532,38.0924470547255,6.373288323289021,12288.84384139628
56,64414.507003735416,48.22332344969827,10.077052661770843,45512.73340777644
57,65653.64414209333,23.243280036961593,9.271957750353367,21827.423391084427
58,67920.48504101452,45.925431397919695,11.592248428682181,-5894.625424023583
59,63895.24768912318,28.912487500294375,8.61095819311969,49675.88473752535
60,64041.40707067494,47.89430756867224,1.6876611313285164,68136.64834693933
61,59966.85727518924,38.934117956585936,6.221311637914914,67697.7771019034
62,64445.757593235496,39.392240191999505,16.257678592959127,28526.678841911595
63,61310.87780355582,56.7880183734059,3.344597739240804,18639.408122192657
64,63478.854155306064,15.335252433294219,5.637576693953326,4906.130998690347
65,64179.417023668495,51.11859037297673,14.682968158581202,-34175.13563000019
66,63946.00600591217,35.28648216537829,12.454921880525557,-9446.441519722172
67,66277.55905668395,52.8686519995913,4.303440930337401,38357.38648184518
68,71936.38342559154,51.29777466343808,12.927859810380282,20246.695728414354
69,65833.62186460342,54.04623608016728,10.398035373662683,7810.666692289156
70,62294.271386763336,71.78038432856064,17.108249702911593,-33283.10268141124
71,64240.146206076926,30.166246144139166,8.797165503072364,58531.52600534257
72,61442.80921067952,67.65129557749496,3.6486319045958027,-22836.851460815862
73,67595.14322373328,51.55249553485368,5.0478698511416304,81662.1036899072
74,65052.661091488524,59.39153020826961,13.152138939759636,18238.313863535204
75,63179.568013025986,43.752443681209996,15.297909714910444,-48648.514291661006
76,59681.88290354563,62.38576866697926,2.238821638649825,68607.44556856679
77,64127.09173191319,43.79551083488011,6.504292718157197,36459.01327205132
78,67142.57078291832,55.39866827181898,15.790058085039266,56069.624748781716
79,64710.01221304714,39.19315242858921,10.2445343498405,961.2163606741778
80,67886.49571622453,18.040217633555958,6.981684501461216,12753.970675075132
81,63839.55034185151,39.72041724442678,8.802147667989379,-15098.531196111722
82,63106.41491224965,22.614167514394115,13.86386593896615,24245.892917729394
83,65129.44399530928,6.897578738236618,6.854468115041711,420.85555355826364
84,65142.94564172518,54.073522820050286,7.808392579197723,-25688.02549004751
85,61240.72553967953,56.454284836326316,8.87367561042797,10314.031327393739
86,63390.27364971895,63.47347862989419,10.294497541823672,-8027.513335398649
87,63915.13763063123,31.350535602621967,15.353059139093215,39139.04668723376
88,59104.81953715408,55.566500152699625,9.70499675824702,-31570.824720549866
89,66197.92750570423,32.49517984241089,9.654497731052123,30602.352119330513
90,64102.74621317374,47.30521045206758,8.3555585240191,54258.67890873227
91,65794.51305779933,86.89089095607339,14.478145304322211,78499.45796709703
92,63464.14417604348,38.025671572469385,14.104730901908301,-83590.4944287711
93,63857.62672427239,37.06759173954591,16.852505134220742,-10152.761085233727
94,66412.52917150677,71.03512226856255,7.836822333710642,-1120.8101476865377
