,0,1,2,3,4,5
0,48.71751446084346,461879.9795084174,7.671273026263767,5826.292915305632,-257.7880368459945,33.67255836498917
1,35.94587084528776,260390.6941140311,9.043116218116271,-393.9990269202124,446.12262800606896,47.544968480772994
2,45.256999323725104,264524.49454713764,10.321511932432186,3744.9848491229127,-35.61991823313731,39.570473812663444
3,47.00598386980604,373044.2048622923,8.143960340457102,275.0537831428006,-58.43947809929115,36.298233447968926
4,15.012783213912183,176260.39800084764,8.88940976734181,2014.1604804852323,-292.9581041885366,37.456799457270414
5,46.68986539414792,237975.7919922111,10.793617078662608,-127.08997296005668,410.2201079292179,42.011109898035095
6,36.798410971522905,255261.81600647455,10.279027855557707,-820.1334209899662,124.97356931113082,27.581187510027426
7,38.95785162770089,131604.79339400434,10.955883787845732,-3224.1561708262457,-568.300161389777,35.85995788407296
8,29.99527343512588,170115.23272230264,12.079434884575006,523.1708812893469,-71.5182279981643,54.92726373471031
9,37.65565742759368,218015.11922035093,9.441537635810315,989.0530552545922,-273.02011947429503,39.32180567015925
10,49.957203811346034,246932.6123398936,15.914303219451334,-1512.1583512503762,787.5776668209849,43.92578482938369
11,34.74894329374595,66252.96752677496,12.355871899346793,-4357.835965284212,-85.27372950320846,29.47782006330829
12,43.01886698551822,75581.02073010021,5.885219945710536,624.0501913543351,96.79081665146089,48.6625625870211
13,27.995850280963055,223658.76335901857,11.976517297852537,966.1292031045464,-101.54552328025385,55.80645929333805
14,69.52267708090484,343814.16122510185,5.554190215550714,1667.68657006811,-90.15997917574431,52.97248831231252
15,46.856665188652315,404993.67768012756,9.524796718880918,818.4921191505352,191.8211618861847,36.586794249317876
16,15.037587072411771,308261.46112834447,10.290353051490815,-469.2264519175708,-415.68850516396355,41.79516570423459
17,48.126481324673094,158643.12801178932,9.998758924023653,1867.0001967033868,172.94784355827855,47.407724356804295
18,30.694227569174814,53915.36660346977,9.753258807842295,589.3904558111549,-277.13862998961497,15.629050904924494
19,36.94792030307762,57162.997869838204,12.40150795114386,482.101093973136,-430.6467406198386,59.035018343471116
20,60.837653569208975,282923.45247481484,7.961957871847488,2638.119228804314,22.778946567426132,36.245665496743854
21,48.60136975389563,11084.373072461429,8.296965458985948,4774.7775938052255,-543.3619537439849,51.999582148563746
22,39.24826646244868,270187.1971927304,13.091655593439581,-208.05668224103556,187.87966137133563,37.47585362678374
23,43.84361257591912,123651.02817739607,10.990488837643783,4253.311699223613,-11.76767619820265,27.95807964693394
24,32.58857057732037,105772.95993460601,8.477190703442982,-2342.421426750523,-160.44430659037556,40.46711774125718
25,61.3971811232902,163165.83507777986,10.43493497708448,2315.765681034844,-204.68621606378616,53.2961796427512
26,45.17486761363398,222779.2190475197,10.971343362398061,-484.43591332030087,62.14629234233095,27.217877746243992
27,39.265508005872995,197902.63059755834,11.356736354123399,1897.6282764569694,39.4976053869688,42.436409810519514
28,45.389016279880146,339875.9771528585,5.413662530406523,42.05129039038093,332.3950766568297,47.01567335916105
29,45.0135556547229,206640.528716334,9.978137112542862,1293.6020420735288,871.9622223922535,45.63330632178824
30,34.33380043670652,340495.2693917074,12.178599137728638,541.5419342215748,142.69075016444438,56.92998076699379
31,18.066354265666128,146094.58231620156,8.756297119511293,1404.3683834069336,164.0285869018648,36.30343366752788
32,28.36284425856539,112121.29975633742,8.148641805256453,429.43992443949855,368.166310483748,43.23637909713258
33,40.410312984651384,216063.60939581852,8.104140051793902,-956.74876831248,152.18446671944804,17.55876497718432
34,44.41128178699828,108444.8520841546,8.234074176325672,-2956.8058876971504,-190.5482248302277,73.00934358055889
